root	finite_tokens	distinct_cells	cells
kṣālay	83	4	Pres.Opt.Act.3.Sing:77;Pres.Ind.Act.3.Sing:4;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
kṣāmay	2	1	Pres.Ind.Act.1.Sing:2
kṣāpay	1	1	Pres.Imp.Act.2.Sing:1
kṣāray	4	1	Pres.Ind.Act.3.Sing:4
kṣṇu	5	3	Pres.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Sing:1
kﾱp	371	24	Pres.Ind.Act.3.Sing:175;Pres.Imp.Act.3.Sing:37;Pres.Ind.Act.3.Plur:35;Pres.Imp.Act.3.Plur:31;Pres.Imp.Act.3.Dual:16;Past.Ind.Act.3.Sing:13;Past.Ind.Act.1.Sing:13;Pres.Opt.Act.3.Sing:9;Pres.Imp.Act.2.Sing:7;Past.Ind.Act.3.Dual:6;Pres.Opt.Act.3.Plur:5;Past.Ind.Act.3.Plur:4;Past.Sub.Act.3.Sing:3;Impf.Ind.Act.3.Plur:3;Pres.Imp.Act.2.Plur:2;Past.Jus.Act.3.Sing:2;Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.2.Sing:2;Fut.Ind.Act.3.Dual:1;Pres.Imp.Act.1.Plur:1;Fut.Ind.Act.1.Sing:1;Pres.Sub.Act.3.Plur:1;Fut.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Sing:1
labh	1978	40	Pres.Ind.Act.3.Sing:703;Pres.Opt.Act.3.Sing:401;Past.Ind.Act.3.Sing:266;Pres.Ind.Pass.3.Sing:137;Pres.Ind.Act.3.Plur:122;Past.Ind.Act.3.Plur:47;Fut.Ind.Act.2.Sing:37;Impf.Ind.Act.3.Sing:31;Fut.Ind.Act.3.Sing:27;Pres.Imp.Act.3.Sing:25;Pres.Ind.Act.1.Sing:24;Pres.Opt.Act.1.Sing:21;Fut.Ind.Act.3.Plur:17;Pres.Opt.Act.1.Plur:15;Pres.Opt.Act.3.Plur:14;Fut.Ind.Act.1.Sing:13;Impf.Ind.Act.3.Plur:11;Pres.Ind.Pass.3.Plur:11;Pres.Imp.Act.2.Sing:10;Pres.Imp.Act.3.Plur:6;Pres.Opt.Pass.3.Sing:6;Impf.Ind.Act.1.Sing:5;Fut.Ind.Act.1.Plur:5;Pres.Ind.Act.1.Plur:3;Pres.Ind.Act.2.Sing:3;Impf.Ind.Pass.3.Sing:2;Past.Ind.Act.3.Dual:2;Pres.Imp.Act.2.Plur:2;Fut.Cond.Act.3.Sing:1;Pres.Opt.Act.2.Plur:1;Past.Ind.Act.1.Sing:1;Pres.Ind.Act.3.Dual:1;Impf.Ind.Act.1.Plur:1;Pres.Opt.Pass.3.Plur:1;Pres.Opt.Act.3.Dual:1;Pres.Imp.Act.3.Dual:1;Impf.Ind.Act.2.Sing:1;Pres.Imp.Pass.3.Sing:1;Fut.Ind.Act.2.Plur:1;Past.Opt.Act.1.Sing:1
lag	25	4	Pres.Ind.Act.3.Sing:12;Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.3.Plur:4;Fut.Ind.Act.3.Sing:2
lagay	1	1	Pres.Opt.Act.3.Sing:1
laghūy	2	2	Pres.Opt.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1
lajj	36	7	Pres.Ind.Act.2.Sing:14;Pres.Ind.Act.3.Sing:10;Pres.Ind.Act.3.Plur:5;Pres.Ind.Act.1.Plur:4;Impf.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.1.Sing:1
lajjay	1	1	Impf.Ind.Act.3.Sing:1
lakṣ	21	4	Pres.Ind.Pass.3.Sing:17;Pres.Ind.Pass.3.Plur:2;Pres.Ind.Pass.2.Sing:1;Impf.Ind.Act.3.Sing:1
lakṣay	376	21	Pres.Ind.Pass.3.Sing:158;Pres.Opt.Act.3.Sing:69;Pres.Ind.Act.3.Sing:41;Pres.Ind.Act.1.Sing:37;Pres.Ind.Pass.3.Plur:19;Pres.Ind.Pass.2.Sing:10;Impf.Ind.Act.3.Sing:7;Pres.Ind.Act.1.Plur:5;Past.Ind.Act.3.Sing:5;Impf.Ind.Act.1.Sing:4;Impf.Ind.Pass.3.Plur:3;Impf.Ind.Pass.3.Sing:3;Pres.Opt.Pass.3.Sing:3;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Plur:2;Pres.Imp.Act.2.Sing:2;Pres.Opt.Act.3.Plur:2;Fut.Ind.Act.3.Sing:1;Fut.Ind.Act.1.Sing:1;Pres.Opt.Act.1.Sing:1;Pres.Opt.Act.2.Sing:1
lal	6	3	Pres.Imp.Act.3.Plur:3;Pres.Imp.Act.2.Sing:2;Pres.Ind.Act.3.Plur:1
lamb	46	8	Pres.Ind.Act.3.Sing:22;Pres.Ind.Act.3.Plur:6;Past.Ind.Act.3.Sing:5;Pres.Ind.Act.1.Plur:5;Past.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Dual:2;Pres.Opt.Act.3.Sing:2
lambay	6	3	Pres.Opt.Act.3.Sing:4;Fut.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Plur:1
lambhay	7	4	Pres.Ind.Act.3.Sing:2;Pres.Opt.Act.3.Sing:2;Past.Ind.Act.3.Sing:2;Past.Ind.Act.3.Plur:1
lap	19	8	Past.Ind.Act.3.Sing:7;Impf.Ind.Act.3.Sing:5;Pres.Imp.Act.3.Plur:2;Past.Ind.Pass.3.Sing:1;Past.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Opt.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
las	5	2	Past.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Sing:2
lavaṇāy	1	1	Pres.Ind.Act.3.Sing:1
laṅgh	9	3	Pres.Ind.Pass.3.Sing:5;Pres.Opt.Act.3.Sing:3;Pres.Imp.Pass.3.Sing:1
laṅghay	54	8	Pres.Opt.Act.3.Sing:45;Impf.Ind.Act.1.Sing:2;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.1.Sing:1;Pres.Opt.Act.3.Plur:1;Fut.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
lehay	34	1	Pres.Opt.Act.3.Sing:34
lekhay	18	6	Pres.Opt.Act.3.Sing:9;Pres.Ind.Act.3.Sing:3;Fut.Ind.Act.3.Sing:2;Fut.Ind.Act.3.Plur:2;Fut.Ind.Act.1.Plur:1;Pres.Opt.Act.1.Plur:1
lelih	2	2	Pres.Ind.Pass.2.Sing:1;Pres.Ind.Pass.3.Plur:1
lelāy	9	3	Pres.Ind.Act.3.Sing:6;Impf.Ind.Act.3.Sing:2;Past.Ind.Act.3.Sing:1
lepay	322	2	Pres.Opt.Act.3.Sing:321;Fut.Ind.Act.1.Sing:1
lih	287	9	Pres.Opt.Act.3.Sing:269;Pres.Ind.Act.3.Sing:6;Past.Ind.Act.3.Sing:4;Past.Ind.Act.3.Plur:3;Pres.Opt.Act.3.Plur:1;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Sing:1
likh	220	20	Pres.Opt.Act.3.Sing:78;Pres.Ind.Pass.3.Sing:32;Fut.Ind.Act.3.Plur:23;Pres.Ind.Act.3.Sing:19;Pres.Ind.Pass.3.Plur:12;Past.Jus.Act.2.Sing:10;Past.Ind.Act.3.Sing:9;Pres.Ind.Act.3.Plur:6;Impf.Ind.Act.3.Sing:6;Fut.Ind.Act.3.Sing:5;Pres.Imp.Act.2.Sing:5;Pres.Opt.Pass.3.Sing:3;Pres.Ind.Act.1.Sing:3;Pres.Opt.Act.3.Plur:2;Fut.Ind.Act.1.Plur:2;Pres.Sub.Act.3.Sing:1;Pres.Imp.Pass.3.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Ind.Act.1.Plur:1;Pres.Ind.Act.2.Sing:1
likhāpay	4	2	Pres.Opt.Act.3.Sing:3;Fut.Ind.Act.3.Plur:1
lilāpayiṣ	1	1	Pres.Imp.Act.2.Sing:1
lip	219	13	Pres.Opt.Act.3.Sing:96;Pres.Ind.Pass.3.Sing:85;Past.Ind.Act.3.Plur:7;Pres.Ind.Act.3.Sing:6;Pres.Ind.Act.3.Plur:5;Pres.Ind.Pass.3.Plur:5;Pres.Opt.Pass.3.Sing:5;Pres.Imp.Act.2.Sing:4;Past.Ind.Act.3.Sing:2;Pres.Ind.Pass.2.Sing:1;Pres.Opt.Act.1.Sing:1;Pres.Opt.Act.1.Plur:1;Impf.Ind.Pass.3.Sing:1
lips	51	7	Pres.Opt.Act.3.Sing:37;Pres.Opt.Act.2.Sing:5;Pres.Ind.Act.3.Sing:4;Pres.Ind.Act.3.Plur:2;Pres.Jus.Act.2.Plur:1;Pres.Ind.Act.1.Sing:1;Pres.Ind.Act.2.Sing:1
liś	7	4	Pres.Ind.Act.3.Sing:4;Past.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1
liṅgay	2	1	Pres.Ind.Pass.3.Sing:2
lobhay	18	6	Past.Ind.Act.3.Sing:6;Pres.Ind.Act.3.Sing:4;Pres.Opt.Act.3.Sing:3;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.1.Sing:1
lohitāy	2	1	Pres.Ind.Act.3.Sing:2
lokay	3	2	Pres.Imp.Act.2.Sing:2;Impf.Ind.Act.3.Sing:1
lolay	15	3	Pres.Opt.Act.3.Sing:12;Pres.Ind.Act.3.Plur:2;Past.Ind.Act.3.Sing:1
lolup	1	1	Impf.Ind.Act.3.Plur:1
lopay	13	6	Pres.Opt.Act.3.Sing:6;Pres.Ind.Act.3.Plur:2;Pres.Ind.Act.3.Sing:2;Fut.Ind.Act.1.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Sing:1
loḍay	10	3	Pres.Opt.Act.3.Sing:6;Past.Ind.Act.3.Sing:3;Pres.Ind.Pass.3.Sing:1
lubh	10	3	Past.Ind.Act.3.Sing:5;Pres.Ind.Act.3.Plur:4;Pres.Ind.Act.3.Sing:1
luj	4	2	Pres.Ind.Pass.3.Plur:2;Pres.Ind.Pass.3.Sing:2
lup	46	14	Pres.Ind.Pass.3.Sing:20;Pres.Opt.Pass.3.Sing:10;Pres.Opt.Pass.3.Plur:4;Pres.Ind.Act.3.Sing:2;Pres.Imp.Act.2.Dual:1;Pres.Imp.Act.2.Plur:1;Pres.Ind.Act.2.Sing:1;Pres.Opt.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1;Past.Ind.Act.3.Sing:1;Impf.Ind.Pass.3.Plur:1;Pres.Imp.Act.3.Sing:1;Pres.Opt.Act.2.Sing:1;Pres.Ind.Act.3.Plur:1
luñc	2	2	Pres.Ind.Pass.3.Dual:1;Past.Ind.Act.3.Sing:1
luñcay	1	1	Pres.Opt.Act.3.Sing:1
luṭh	13	5	Pres.Ind.Act.3.Sing:6;Past.Ind.Act.3.Sing:3;Pres.Ind.Act.2.Sing:2;Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
lāgay	2	1	Pres.Opt.Act.3.Sing:2
lālap	2	1	Pres.Ind.Act.3.Sing:2
lālapy	2	1	Pres.Ind.Act.3.Sing:2
lālay	6	4	Pres.Opt.Act.3.Sing:3;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1;Pres.Opt.Act.2.Sing:1
lālāpay	1	1	Pres.Ind.Act.3.Sing:1
lālāy	1	1	Pres.Ind.Act.3.Sing:1
lāpay	4	2	Pres.Imp.Act.2.Sing:3;Fut.Cond.Act.2.Sing:1
lāsay	1	1	Pres.Ind.Act.3.Plur:1
lī	98	7	Pres.Ind.Act.3.Sing:69;Pres.Ind.Act.3.Plur:19;Pres.Opt.Act.3.Sing:5;Pres.Imp.Act.3.Plur:2;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.1.Plur:1;Pres.Ind.Act.3.Dual:1
lū	18	7	Pres.Ind.Act.3.Sing:10;Pres.Ind.Act.3.Plur:3;Impf.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Plur:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1;Past.Ind.Act.3.Plur:1
mad	361	35	Pres.Ind.Act.3.Plur:66;Pres.Opt.Act.1.Plur:48;Past.Ind.Act.3.Plur:44;Pres.Imp.Act.3.Plur:27;Past.Imp.Act.2.Sing:26;Pres.Imp.Act.2.Sing:19;Pres.Imp.Act.3.Sing:14;Pres.Ind.Act.3.Sing:14;Past.Imp.Act.3.Sing:14;Impf.Ind.Act.3.Plur:13;Past.Ind.Act.3.Sing:10;Pres.Ind.Act.2.Sing:9;Pres.Imp.Act.2.Plur:8;Impf.Ind.Act.3.Sing:8;Past.Sub.Act.3.Sing:6;Pres.Opt.Act.3.Sing:4;Pres.Ind.Act.1.Plur:3;Past.Imp.Act.2.Plur:3;Pres.Jus.Act.3.Plur:3;Pres.Ind.Act.2.Plur:3;Past.Ind.Act.2.Sing:2;Impf.Ind.Act.2.Sing:2;Pres.Ind.Act.2.Dual:2;Past.Sub.Act.2.Sing:2;Past.Ind.Act.1.Sing:1;Pres.Jus.Act.2.Sing:1;Pres.Ind.Pass.3.Plur:1;Impf.Ind.Act.1.Plur:1;Past.Ind.Act.2.Plur:1;Pres.Imp.Act.3.Dual:1;Past.Sub.Act.2.Plur:1;Past.Sub.Act.3.Plur:1;Plp.Ind.Act.3.Plur:1;Pres.Opt.Act.2.Sing:1;Past.Jus.Act.3.Plur:1
maday	11	4	Pres.Ind.Act.3.Sing:4;Past.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:3;Pres.Imp.Act.3.Dual:1
madhuray	1	1	Pres.Ind.Act.3.Plur:1
madhurāy	1	1	Pres.Ind.Act.3.Sing:1
madhurībhū	1	1	Pres.Ind.Act.3.Sing:1
mah	57	12	Past.Imp.Act.3.Plur:23;Pres.Ind.Act.3.Sing:8;Past.Ind.Act.3.Sing:6;Pres.Ind.Act.2.Sing:5;Pres.Opt.Act.1.Plur:4;Impf.Ind.Act.3.Sing:4;Past.Imp.Act.2.Sing:2;Pres.Imp.Act.2.Sing:1;Pres.Opt.Act.2.Plur:1;Past.Sub.Act.2.Sing:1;Past.Jus.Act.3.Plur:1;Pres.Imp.Act.2.Dual:1
mahatkṛ	3	1	Pres.Ind.Act.3.Sing:3
mahay	42	14	Pres.Ind.Act.3.Sing:13;Pres.Ind.Act.3.Plur:7;Pres.Ind.Act.2.Sing:3;Pres.Imp.Act.2.Sing:3;Pres.Ind.Act.1.Plur:2;Pres.Sub.Act.1.Sing:2;Pres.Imp.Act.3.Plur:2;Pres.Opt.Act.3.Sing:2;Pres.Jus.Act.3.Plur:2;Pres.Jus.Act.1.Sing:2;Fut.Ind.Act.3.Dual:1;Past.Ind.Act.3.Plur:1;Pres.Imp.Act.2.Plur:1;Pres.Ind.Act.1.Sing:1
mahīy	291	8	Pres.Ind.Act.3.Sing:272;Pres.Ind.Act.3.Plur:10;Impf.Ind.Act.3.Plur:3;Pres.Imp.Act.3.Sing:2;Pres.Imp.Act.3.Dual:1;Past.Ind.Act.3.Plur:1;Pres.Ind.Act.2.Plur:1;Pres.Imp.Act.2.Sing:1
majj	94	11	Pres.Ind.Act.3.Sing:45;Pres.Ind.Act.3.Plur:19;Pres.Opt.Act.3.Sing:10;Past.Ind.Act.3.Sing:9;Impf.Ind.Act.3.Sing:3;Pres.Opt.Act.3.Plur:3;Pres.Opt.Act.2.Sing:1;Past.Jus.Act.2.Sing:1;Pres.Opt.Act.1.Sing:1;Past.Ind.Act.3.Plur:1;Pres.Imp.Act.3.Sing:1
majjay	26	9	Pres.Ind.Act.3.Sing:10;Pres.Opt.Act.3.Sing:4;Past.Ind.Act.3.Sing:3;Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:2;Impf.Ind.Act.3.Plur:2;Fut.Ind.Act.1.Sing:1;Pres.Imp.Act.2.Sing:1;Fut.Ind.Act.2.Sing:1
makarāy	1	1	Pres.Ind.Act.3.Sing:1
makhasy	2	2	Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
malay	1	1	Pres.Opt.Act.3.Sing:1
malinay	2	1	Pres.Ind.Act.3.Sing:2
malinīkṛ	2	2	Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1
mamar	1	1	Pres.Imp.Act.3.Sing:1
mamāy	3	3	Pres.Opt.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1
man	2692	58	Pres.Ind.Act.1.Sing:642;Pres.Ind.Act.3.Sing:403;Pres.Ind.Act.2.Sing:326;Past.Ind.Act.3.Sing:228;Pres.Ind.Act.3.Plur:213;Pres.Opt.Act.3.Sing:190;Impf.Ind.Act.3.Sing:160;Past.Ind.Act.3.Plur:103;Fut.Ind.Act.3.Plur:78;Impf.Ind.Act.3.Plur:52;Pres.Ind.Act.1.Plur:41;Pres.Imp.Act.3.Sing:37;Past.Sub.Act.1.Plur:35;Pres.Ind.Act.2.Plur:26;Pres.Imp.Act.2.Plur:20;Fut.Ind.Act.3.Sing:20;Past.Ind.Act.1.Plur:15;Pres.Imp.Act.2.Sing:10;Pres.Opt.Act.2.Sing:10;Past.Ind.Act.3.Dual:7;Pres.Imp.Act.3.Plur:5;Pres.Opt.Act.3.Plur:5;Pres.Jus.Act.3.Plur:5;Past.Jus.Act.2.Sing:4;Past.Sub.Act.3.Sing:4;Past.Sub.Act.2.Sing:3;Pres.Sub.Act.2.Sing:3;Past.Opt.Act.1.Plur:3;Past.Jus.Act.3.Sing:2;Pres.Sub.Act.3.Plur:2;Impf.Ind.Act.1.Sing:2;Past.Ind.Act.1.Sing:2;Past.Imp.Act.3.Dual:2;Pres.Imp.Act.1.Plur:2;Pres.Sub.Act.3.Sing:2;Pres.Sub.Act.1.Sing:2;Fut.Ind.Act.1.Sing:2;Pres.Imp.Act.2.Dual:2;Pres.Jus.Act.3.Sing:2;Past.Sub.Act.3.Plur:2;Past.Opt.Act.3.Sing:2;Past.Sub.Act.1.Sing:2;Pres.Ind.Act.3.Dual:1;Pres.Ind.Act.1.Dual:1;Pres.Imp.Act.1.Sing:1;Past.Ind.Act.2.Sing:1;Impf.Ind.Act.1.Plur:1;Impf.Ind.Act.3.Dual:1;Pres.Opt.Act.1.Plur:1;Fut.Ind.Act.2.Sing:1;Past.Jus.Act.2.Dual:1;Pres.Jus.Act.2.Sing:1;Past.Opt.Act.2.Sing:1;Past.Jus.Act.1.Sing:1;Past.Imp.Act.2.Sing:1;Pqp.Ind.Act.3.Sing:1;Past.Opt.Act.3.Plur:1;Past.Opt.Act.1.Sing:1
manasy	6	4	Pres.Ind.Act.3.Sing:3;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Ind.Act.1.Sing:1
mand	49	17	Pres.Imp.Act.2.Sing:14;Pres.Imp.Act.2.Plur:7;Past.Jus.Act.1.Plur:5;Past.Opt.Act.1.Plur:4;Pres.Ind.Act.2.Sing:3;Past.Ind.Act.3.Plur:3;Past.Ind.Act.3.Sing:2;Impf.Ind.Act.3.Sing:2;Pres.Ind.Act.1.Plur:1;Pres.Ind.Act.1.Sing:1;Plp.Ind.Act.3.Plur:1;Past.Ind.Act.3.Dual:1;Pres.Ind.Act.2.Plur:1;Past.Ind.Act.2.Sing:1;Past.Sub.Act.3.Sing:1;Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.2.Sing:1
manday	3	1	Pres.Imp.Act.2.Sing:3
mandāy	3	3	Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
mandībhū	2	1	Pres.Ind.Act.3.Sing:2
mandīkṛ	2	2	Pres.Ind.Act.3.Plur:1;Past.Ind.Act.3.Sing:1
manthay	3	2	Pres.Opt.Act.3.Sing:2;Pres.Ind.Act.3.Sing:1
mantray	152	25	Pres.Opt.Act.3.Sing:29;Past.Ind.Act.3.Sing:19;Past.Ind.Act.3.Plur:16;Pres.Ind.Act.1.Plur:14;Impf.Ind.Act.3.Plur:11;Pres.Ind.Act.3.Plur:10;Pres.Imp.Act.2.Sing:10;Impf.Ind.Act.3.Sing:8;Pres.Ind.Act.3.Sing:6;Pres.Ind.Act.2.Sing:4;Pres.Ind.Act.3.Dual:3;Past.Ind.Act.3.Dual:2;Impf.Ind.Act.3.Dual:2;Pres.Ind.Act.1.Sing:2;Pres.Opt.Act.1.Sing:2;Pres.Opt.Act.3.Dual:2;Pres.Imp.Act.2.Plur:2;Fut.Ind.Act.3.Sing:2;Pres.Opt.Act.2.Sing:2;Pres.Sub.Act.2.Plur:1;Pres.Opt.Act.3.Plur:1;Fut.Cond.Act.1.Dual:1;Fut.Ind.Act.1.Sing:1;Pres.Imp.Pass.3.Sing:1;Pres.Ind.Pass.3.Sing:1
manāy	2	1	Pres.Ind.Act.3.Sing:2
marcay	6	3	Pres.Ind.Act.3.Sing:4;Pres.Ind.Act.2.Sing:1;Pres.Sub.Act.3.Sing:1
marday	989	8	Pres.Opt.Act.3.Sing:980;Past.Ind.Act.3.Sing:2;Pres.Ind.Act.3.Plur:2;Fut.Ind.Act.3.Sing:1;Pres.Imp.Act.2.Sing:1;Fut.Ind.Act.1.Sing:1;Pres.Ind.Pass.3.Sing:1;Pres.Ind.Act.3.Sing:1
marjay	18	7	Pres.Jus.Act.3.Plur:9;Pres.Ind.Act.3.Plur:3;Pres.Imp.Act.2.Plur:2;Pres.Opt.Act.1.Plur:1;Pres.Ind.Act.1.Plur:1;Pres.Ind.Act.2.Sing:1;Impf.Ind.Act.3.Plur:1
marmṛj	17	6	Pres.Ind.Act.3.Plur:10;Pres.Ind.Act.3.Sing:2;Pres.Sub.Act.3.Sing:2;Pres.Jus.Act.3.Plur:1;Pres.Ind.Act.1.Plur:1;Impf.Ind.Act.3.Plur:1
marmṛś	1	1	Pres.Sub.Act.3.Sing:1
marīmṛj	1	1	Pres.Opt.Act.3.Sing:1
marśay	1	1	Pres.Opt.Act.3.Sing:1
marṣay	55	16	Impf.Ind.Act.3.Sing:11;Pres.Ind.Act.3.Sing:10;Pres.Ind.Act.1.Sing:8;Pres.Opt.Act.3.Sing:6;Pres.Ind.Act.3.Plur:5;Fut.Ind.Act.3.Sing:3;Pres.Imp.Act.2.Sing:2;Fut.Ind.Act.1.Sing:2;Impf.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Plur:1;Pres.Opt.Act.1.Plur:1;Pres.Opt.Act.3.Dual:1;Pres.Imp.Act.2.Plur:1;Past.Ind.Act.3.Sing:1;Pres.Ind.Act.2.Sing:1;Pres.Imp.Act.1.Plur:1
math	193	24	Pres.Ind.Act.3.Sing:35;Pres.Ind.Act.3.Plur:29;Past.Ind.Act.3.Plur:27;Pres.Ind.Pass.3.Sing:19;Past.Ind.Act.3.Sing:16;Pres.Opt.Act.3.Sing:13;Pres.Imp.Act.2.Sing:13;Pres.Ind.Act.1.Sing:11;Pres.Imp.Act.3.Plur:4;Pres.Imp.Act.2.Plur:4;Pres.Opt.Act.3.Plur:3;Impf.Ind.Act.3.Sing:3;Pres.Sub.Act.3.Sing:2;Pres.Imp.Act.3.Sing:2;Pres.Imp.Pass.3.Sing:2;Fut.Ind.Act.1.Sing:2;Impf.Ind.Act.3.Plur:1;Pres.Ind.Pass.3.Plur:1;Pres.Ind.Act.3.Dual:1;Past.Jus.Act.3.Sing:1;Past.Jus.Act.2.Sing:1;Past.Ind.Act.3.Dual:1;Impf.Ind.Act.1.Plur:1;Past.Ind.Act.2.Dual:1
mathay	1	1	Impf.Ind.Act.3.Sing:1
mathāy	3	2	Pres.Ind.Act.3.Sing:2;Pres.Jus.Act.3.Sing:1
mauktikīkṛ	1	1	Pres.Ind.Pass.3.Sing:1
maunāy	1	1	Pres.Ind.Act.3.Sing:1
may	2	1	Pres.Ind.Act.3.Plur:2
maṃhay	1	1	Pres.Imp.Act.2.Sing:1
maṇḍay	18	11	Pres.Opt.Act.3.Sing:4;Past.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Sing:2;Pres.Imp.Pass.3.Sing:2;Pres.Ind.Act.1.Sing:1;Pres.Imp.Act.3.Plur:1;Pres.Ind.Act.3.Plur:1;Past.Ind.Act.3.Sing:1;Fut.Ind.Act.3.Plur:1;Fut.Ind.Act.2.Sing:1;Pres.Ind.Act.2.Sing:1
maṇṭ	2	1	Pres.Opt.Act.3.Sing:2
maṇṭay	1	1	Pres.Opt.Act.3.Sing:1
med	6	4	Pres.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:1;Pres.Imp.Act.3.Plur:1;Pres.Imp.Act.3.Sing:1
meday	3	2	Pres.Ind.Act.2.Plur:2;Pres.Ind.Act.3.Plur:1
mehay	1	1	Impf.Ind.Act.3.Plur:1
mekṣay	2	1	Pres.Ind.Act.3.Sing:2
melay	73	4	Pres.Opt.Act.3.Sing:70;Pres.Imp.Act.2.Sing:1;Pres.Ind.Act.3.Sing:1;Pres.Ind.Act.3.Plur:1
melāpay	1	1	Pres.Opt.Act.3.Sing:1
mi	92	11	Pres.Ind.Act.3.Sing:47;Pres.Opt.Act.3.Sing:16;Pres.Imp.Act.3.Sing:11;Pres.Ind.Act.3.Plur:8;Pres.Ind.Act.1.Sing:2;Pres.Ind.Pass.3.Sing:2;Past.Ind.Act.3.Sing:2;Pres.Ind.Pass.3.Plur:1;Pres.Imp.Act.1.Sing:1;Impf.Ind.Act.3.Plur:1;Pres.Imp.Act.1.Plur:1
mih	47	6	Pres.Ind.Act.3.Sing:34;Pres.Opt.Act.3.Sing:7;Pres.Ind.Act.3.Plur:3;Fut.Ind.Act.1.Sing:1;Past.Ind.Act.1.Sing:1;Pres.Imp.Act.3.Sing:1
mikṣ	25	8	Past.Imp.Act.3.Dual:8;Past.Imp.Act.2.Dual:7;Past.Ind.Act.3.Plur:4;Past.Ind.Act.3.Sing:2;Past.Imp.Act.2.Sing:1;Past.Sub.Act.3.Sing:1;Past.Ind.Act.3.Dual:1;Past.Ind.Act.2.Plur:1
mil	155	3	Pres.Ind.Act.3.Sing:95;Pres.Ind.Act.3.Plur:49;Pres.Opt.Act.3.Sing:11
mith	3	3	Pres.Ind.Act.1.Plur:1;Pres.Ind.Act.3.Dual:1;Past.Ind.Act.3.Sing:1
mithunībhū	6	4	Pres.Ind.Act.3.Dual:3;Pres.Ind.Act.3.Plur:1;Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1
mithunīkṛ	1	1	Pres.Ind.Act.3.Sing:1
mithunīsaṃbhū	1	1	Pres.Ind.Act.3.Plur:1
mithyākṛ	4	2	Pres.Ind.Act.3.Sing:3;Pres.Ind.Act.3.Plur:1
mitrībhū	3	1	Pres.Ind.Act.3.Plur:3
miśray	17	4	Pres.Opt.Act.3.Sing:14;Pres.Ind.Act.3.Sing:1;Impf.Ind.Act.3.Plur:1;Impf.Ind.Act.3.Sing:1
miśrībhū	4	3	Past.Prec.Act.3.Sing:2;Past.Ind.Act.3.Sing:1;Pres.Opt.Act.3.Sing:1
miṣ	4	2	Pres.Ind.Act.3.Plur:3;Pres.Ind.Act.3.Sing:1
mlech	2	2	Pres.Ind.Act.3.Plur:1;Pres.Opt.Act.3.Sing:1
