typo_form,nearest_real,n_real_neighbours,df_typo,n_dicts,dicts,n_dicts_with_both
aBikzipta,avikzipta,2,2,2,AP AP90,2
aBicarat,aBicara,1,2,2,GST MW72,2
aBitaMs,aBitas,1,2,2,MW MW72,2
aBitan,aBitas,1,2,2,MW MW72,2
aBitfpta,aBitapta,1,2,2,MW MW72,2
aBitvar,aBisvar,1,2,2,MW MW72,2
aBiDAtf,aBiyAtf,1,2,2,MW STC,2
aBinu,aBiBu,1,2,2,MW MW72,2
aBipavaRa,aBizavaRa,1,2,2,PW PWKVN,2
aBipA,aBiDA,4,2,2,MW MW72,2
aBipU,aBiBU,1,2,2,MW MW72,2
aBipraRata,aBipraRIta,1,2,2,MW MW72,2
aBiprava,aBiplava,1,2,2,MW PW,2
aBiBarts,aBiBartf,1,2,2,MW MW72,2
aBiBUH,aBiBU,1,2,2,AP AP90,2
aBiBUtiojas,aBiBUtyojas,1,2,2,GRA PW,2
aBimantu,aBimanyu,2,2,2,MW72 PWG,2
aBimanTana,aDimanTana,1,2,2,MW PW,2
aBimarzin,aBivarzin,3,2,2,AP AP90,2
aBiyaj,aBiyuj,1,2,2,MW STC,2
aBiyAt,aBiyAti,3,2,2,GST MW72,2
aBiyuta,aBiyukta,3,2,2,CAE MW,2
aBirAmA,aBirAma,1,2,2,INM LRV,2
aBiru,aBIru,2,2,2,MW STC,2
aBirUpaH,aBirUpa,1,2,2,AP SKD,2
aBivarga,aBisarga,1,2,2,GST PWG,2
aBivAsaH,aBivAsas,1,2,2,AP AP90,2
aBivAha,aBivAda,2,2,2,PW PWG,2
aBivIta,aBinIta,2,2,2,CAE MW,2
aBivyaktam,aBivyakta,1,2,2,AP MW,2
aBiSam,aniSam,2,2,2,MW STC,2
aBizaha,aBizava,2,2,2,MW PW,2
aBizAta,aBiGAta,3,2,2,CAE MW,2
aBizWAna,aDizWAna,1,2,2,PW PWG,2
aBizWita,aDizWita,1,2,2,CAE MW,2
aBisambanD,aBisambanDa,1,2,2,MW MW72,2
aBisarat,aBisara,1,2,2,GST MW72,2
aBisargaH,aBisarga,1,2,2,AP AP90,2
aBisAvaka,aBiDAvaka,1,2,2,MW MW72,2
aBihArya,aBihAra,1,2,2,GST MW,2
aBIkz,aBIka,1,2,2,MW MW72,2
aBIcAra,aBicAra,1,2,2,MW PW,2
aBItiH,aBIti,1,2,2,AP AP90,2
aBIpa,aBIka,4,2,2,GRA MW,2
aBIruc,aBIru,1,2,2,GST MW72,2
aBIlApa,aBilApa,2,2,2,GST VCP,2
aBIluka,BIluka,1,2,2,AP AP90,2
aBuva,aBAva,4,2,2,MW PW,2
aBedin,Bedin,1,2,2,MW PW,2
aBojanIya,BojanIya,1,2,2,SHS WIL,2
aByantaram,aByantara,1,2,2,AP MW,2
aByayaH,aByaya,1,2,2,AP AP90,2
aByarDam,aByarDa,1,2,2,AP MW,2
aByarDas,aByarDa,1,2,2,MW PW,2
aByAgAram,aByAkAram,1,2,2,MW PW,2
aByAGAtya,aByAGAta,1,2,2,MW PW,2
aByASam,aByASa,2,2,2,LRV MW,2
aByuditA,aByudita,1,2,2,AP MW,2
aByupAyA,aByupAya,1,2,2,MW STC,2
aByeza,aBreza,3,2,2,PW PWG,2
aBrAgama,aByAgama,1,2,2,CAE MW,2
aBrAya,aBriya,2,2,2,MW MW72,2
amadyapa,madyapa,1,2,2,MW PW,2
amaDu,maDu,2,2,2,MW PW,2
amanI,avanI,4,2,2,MW PW,2
amamrI,amamri,1,2,2,MW PW,2
amaraka,maraka,1,2,2,PW PWG,2
amarUka,marUka,1,2,2,PW PWG,2
amartia,amartya,2,2,2,GRA PW,2
amaryAdA,maryAdA,2,2,2,AP LRV,2
amarzaja,amarzaRa,1,2,2,AP MW,2
amalay,amala,1,2,2,PW PWG,2
amalImasa,malImasa,1,2,2,MW PW,2
amAtia,amAtya,2,2,2,GRA PW,2
amAtva,amAtya,2,2,2,MW PW,2
amAnatA,samAnatA,1,2,2,MW PW,2
amAnita,mAnita,1,2,2,MD PW,2
amAraka,mAraka,3,2,2,MW PW,2
amitA,amita,5,2,2,BHS LRV,2
amitAtman,ajitAtman,1,2,2,MW PW,2
amitray,amitra,1,2,2,GRA PWG,2
amuKara,muKara,1,2,2,BHS SCH,2
amUdfSI,amUdfSa,2,2,2,AP90 LRV,2
amftAtman,akftAtman,1,2,2,MW PW,2
amftin,anftin,2,2,2,PW PWG,2
amoha,moha,4,2,2,MW PW,2
ambary,ambara,1,2,2,PW PWG,2
ambarya,ambara,1,2,2,MW MW72,2
ambya,ameya,3,2,2,MW MW72,2
amBa,amBas,13,2,2,BUR VCP,2
amBaRa,amBfRa,1,2,2,MW PW,2
amlA,amA,6,2,2,LRV VCP,2
ayajamAna,yajamAna,1,2,2,MW PW,2
ayadi,yadi,2,2,2,CCS MD,2
ayavaka,yavaka,1,2,2,MW PW,2
ayavAha,apavAha,1,2,2,PW PWG,2
ayavya,yavya,4,2,2,AP AP90,2
ayaskumBI,ayaskumBa,1,2,2,MW PW,2
ayAva,SyAva,5,2,2,MW PW,2
ayAvan,yAvan,3,2,2,MW PW,2
ayAsia,ayAsya,1,2,2,GRA PW,2
ayin,ayi,5,2,2,MW MW72,2
ayutam,ayuta,1,2,2,AP PUI,2
ayuDyamAna,abuDyamAna,1,2,2,CAE PW,2
ayo,aho,11,2,2,MW STC,2
ayogakzema,yogakzema,1,2,2,MW PW,2
ayman,aSman,4,2,2,MW VCP,2
arakzitf,rakzitf,2,2,2,CAE MW,2
ararus,araru,2,2,2,PW VCP,2
arary,arare,4,2,2,PW PWG,2
ararya,araRya,5,2,2,MW MW72,2
arasajYa,rasajYa,1,2,2,MW PW,2
arahAya,asahAya,1,2,2,MW MW72,2
arAtiy,arAti,1,2,2,PW PWG,2
arAntara,avAntara,3,2,2,AP MW,2
arAlu,arAla,3,2,2,PW PWG,2
aria,arka,15,2,2,GRA PW,2
aripu,ripu,1,2,2,MW72 PWG,2
arizwakA,arizwaka,1,2,2,MW PWG,2
arItika,aSItika,1,2,2,MW PW,2
aruzI,aruza,3,2,2,AP MW,2
arePa,rePa,1,2,2,MW MW72,2
arkaH,arka,1,2,2,AP SKD,2
arkay,arka,2,2,2,PW PWG,2
arkz,arka,4,2,2,PW PWG,2
arcat,arhat,2,2,2,MD MW,2
arcanas,arcana,1,2,2,MW PWG,2
arciH,arcis,2,2,2,AP AP90,2
arjikA,KarjikA,3,2,2,AP LRV,2
arjunam,arjuna,1,2,2,AP PUI,2
arR,ari,19,2,2,PW PWG,2
arRA,arcA,5,2,2,AP MW,2
arTakAmy,arTakAma,1,2,2,PW PWKVN,2
arTaBAj,arDaBAj,1,2,2,AP MW,2
arTaya,arTya,4,2,2,LAN MD,2
arDacandrA,arDacandra,1,2,2,AP MW,2
arDay,arDa,2,2,2,PW PWG,2
arDi,ari,8,2,2,GRA PWG,2
arDia,arDa,3,2,2,GRA PW,2
arDe,are,3,2,2,BUR MW,2
arba,arka,16,2,2,KRM VCP,2
arbuka,arbuda,1,2,2,MW PW,2
aryamia,aryamya,1,2,2,GRA PW,2
arS,ari,17,2,2,GRA PWG,2
arzu,akzu,2,2,2,GRA PWG,2
arhaH,arha,2,2,2,AP SKD,2
alagardDa,alagarda,1,2,2,LRV YAT,2
alarti,alati,2,2,2,MW PW,2
alasya,alasa,6,2,2,AP AP90,2
alAyia,alAyya,1,2,2,GRA PW,2
alipi,lipi,1,2,2,MW PW,2
alIkA,alIka,4,2,2,LRV MW,2
aluk,luk,2,2,2,AP AP90,2
alokA,aloka,3,2,2,AP LRV,2
alopa,alpa,6,2,2,MW PW,2
alpakam,alpaka,2,2,2,AP MW,2
alpam,alam,2,2,2,AP MW,2
alpay,alpa,1,2,2,PW PWG,2
avaMSya,avaSya,3,2,2,MW PW,2
avakfta,apakfta,3,2,2,AP MW,2
avaktf,vaktf,1,2,2,MW STC,2
avaKAta,avadAta,4,2,2,LRV VCP,2
avaKyA,avaSyA,1,2,2,MW MW72,2
avagIrRa,avakIrRa,3,2,2,MW MW72,2
avacanakara,vacanakara,1,2,2,MW PW,2
avacCanna,avacCinna,1,2,2,CAE MW,2
avat,ava,9,2,2,MD MW,2
avatarda,avamarda,1,2,2,MW PW,2
avadagDa,avidagDa,1,2,2,MW STC,2
avadalita,avakalita,1,2,2,MW MW72,2
avadAya,avadya,6,2,2,PW PWG,2
avadeya,avadya,3,2,2,MW PW,2
avaDUka,avaDUta,1,2,2,MW MW72,2
avaDUti,avaDUta,1,2,2,BHS SCH,2
avanIta,avinIta,6,2,2,AP MW,2
avanu,avani,6,2,2,MW MW72,2
avaPa,avara,8,2,2,MW72 PWG,2
avabAQa,avagAQa,1,2,2,CAE MW,2
avamatya,avamata,1,2,2,MW MW72,2
avamarSana,avamardana,1,2,2,PW PWG,2
avamA,avama,3,2,2,LRV MW,2
avamUrDan,apamUrDan,1,2,2,AP AP90,2
avayasa,avayava,1,2,2,PW PWG,2
avarikA,avArikA,1,2,2,PW PWG,2
avaruRya,varuRya,1,2,2,MW PW,2
avaruDaka,avaroDaka,1,2,2,PW PWKVN,2
avarjanIya,varjanIya,1,2,2,MW PW,2
avarRya,avarRa,4,2,2,MW PW,2
avary,avara,1,2,2,PW PWG,2
avarya,avara,12,2,2,MW MW72,2
avalka,valka,3,2,2,MW PW,2
avaSitva,vaSitva,1,2,2,MW PW,2
avaSezam,avaSeza,1,2,2,MW PW,2
avasAyya,avasAya,1,2,2,MW MW72,2
avastIrRa,avatIrRa,1,2,2,AP MW,2
avasy,avas,4,2,2,GRA PWG,2
avasya,avadya,9,2,2,MW MW72,2
avAMSa,vAMSa,3,2,2,MW PW,2
avAkara,avakara,1,2,2,MW72 YAT,2
avAkf,avAk,1,2,2,MW MW72,2
avAgja,avAgra,1,2,2,MW PW,2
avANgra,avAgra,1,2,2,PW PWKVN,2
avAcanIya,avacanIya,1,2,2,MW PW,2
avAj,avAc,2,2,2,MW MW72,2
avAtita,avArita,2,2,2,MW MW72,2
avAd,avAc,3,2,2,MW MW72,2
avAnaH,avAna,1,2,2,AP AP90,2
avArC,avAra,1,2,2,MW MW72,2
avArj,avAra,1,2,2,MW MW72,2
avASya,avAcya,3,2,2,BUR MW72,2
avAs,avAc,6,2,2,MW MW72,2
avAhya,avAcya,5,2,2,AP VCP,2
avikA,avilA,6,2,2,AP MW,2
avicAraRa,vicAraRa,2,2,2,MW PW,2
avicikitsA,vicikitsA,1,2,2,MW PW,2
avitaTA,avitaTa,1,2,2,AP LRV,2
avidUram,avidUra,1,2,2,AP MW,2
aviDAyaka,viDAyaka,2,2,2,AP PW,2
aviDAyin,viDAyin,2,2,2,MW PW,2
avinipAta,vinipAta,1,2,2,MW PW,2
avinIya,avinaya,4,2,2,AP VCP,2
avineya,avinaya,5,2,2,AP VCP,2
avipratipatti,vipratipatti,1,2,2,PW SCH,2
aviplava,viplava,2,2,2,MW PW,2
aviBAgya,aviBAga,1,2,2,MW PW,2
aviBuj,ahiBuj,1,2,2,MW PW,2
avimAna,vimAna,6,2,2,MW PW,2
avimuktam,avimukta,1,2,2,AP PUI,2
aviralam,avirala,1,2,2,AP MW,2
avilambitam,avilambita,1,2,2,AP MW,2
avivakzA,vivakzA,1,2,2,MW PW,2
aviSaNkitam,aviSaNkita,1,2,2,MW PW,2
aviSudDi,viSudDi,2,2,2,PW VCP,2
aviSezatas,viSezatas,1,2,2,FRI MW,2
aviSrAma,viSrAma,2,2,2,CAE PW,2
avizARa,vizARa,2,2,2,MW PW,2
avizwamBa,avazwamBa,2,2,2,PW VCP,2
avisarpin,visarpin,3,2,2,MW PW,2
avisraMsa,visraMsa,1,2,2,MW PW,2
avihasta,vihasta,2,2,2,MW PW,2
avfdDa,vfdDa,3,2,2,MD PW,2
avfhita,avahita,2,2,2,MW72 YAT,2
avedin,vedin,3,2,2,MW PW,2
avedokta,vedokta,1,2,2,MW PW,2
avEyAkaraRa,vEyAkaraRa,1,2,2,AP PW,2
avErAgya,vErAgya,1,2,2,PW VCP,2
avozya,aSozya,1,2,2,MW PW,2
avos,avas,2,2,2,PW PWG,2
avyagram,avyagra,1,2,2,AP MW,2
avyati,avyaTi,3,2,2,MW72 PWG,2
avyatikrama,vyatikrama,1,2,2,MW PW,2
avyaticAra,avyaBicAra,1,2,2,MW PW,2
avyatireka,vyatireka,1,2,2,MW PW,2
avyatirekin,vyatirekin,1,2,2,MW PW,2
avyapadeSa,vyapadeSa,1,2,2,MW PW,2
avyavacCeda,vyavacCeda,1,2,2,MW PW,2
avyavasita,vyavasita,4,2,2,MW PW,2
avyavasta,avyavasTa,1,2,2,MW PW,2
avyApAda,vyApAda,2,2,2,BHS PW,2
avyAvftti,vyAvftti,2,2,2,MW PW,2
avyUQa,vyUQa,2,2,2,MW PW,2
avratin,vratin,1,2,2,MW PW,2
avrIqa,vrIqa,2,2,2,PW PWG,2
aSata,aSana,14,2,2,MW PW,2
aSanAya,aSanAyA,2,2,2,MW MW72,2
aSaravya,Saravya,1,2,2,MW PW,2
aSastrapARi,SastrapARi,1,2,2,MW PW,2
aSiKa,aSiva,4,2,2,MW PW,2
aSitar,aSita,1,2,2,PW PWG,2
aSirA,SirA,3,2,2,AP SKD,2
aSilpin,Silpin,1,2,2,MD PW,2
aSivA,aSiva,2,2,2,AP LRV,2
aSivI,aSiva,1,2,2,SHS WIL,2
aSucivrata,Sucivrata,1,2,2,CAE MW,2
aSuSrUzu,SuSrUzu,1,2,2,MW STC,2
aSUnyam,aSUnya,1,2,2,AP BOP,2
aSezam,aSeza,2,2,2,AP MW,2
aSezay,aSeza,2,2,2,PW PWG,2
aSOrya,SOrya,1,2,2,MW MW72,2
aSmala,kaSmala,5,2,2,PW PWG,2
aSmaSru,SmaSru,2,2,2,MW PW,2
aSmIya,aSvIya,2,2,2,PW PWG,2
aSyarTa,atyarTa,2,2,2,CCS MD,2
aSravaRIya,SravaRIya,1,2,2,MW PW,2
aSrotf,Srotf,1,2,2,MW STC,2
aSleza,aSeza,4,2,2,BHS PW,2
aSv,aSva,4,2,2,PW PWG,2
aSvatarI,aSvatara,1,2,2,AP MW,2
aSvatTala,aSvatTaka,1,2,2,PW PWG,2
aSvatva,aSvatTa,1,2,2,MW PW,2
aSvapatin,aSvapati,1,2,2,PW PWG,2
aSvapada,Svapada,1,2,2,MW PW,2
aSvaBAra,aSvavAra,2,2,2,MW PW,2
aSvamuKI,aSvamuKa,1,2,2,AP MW,2
aSvameDaka,aSvameDika,1,2,2,MW PW,2
aSvameDya,aSvameDa,2,2,2,PW PWG,2
aSvaya,anvaya,8,2,2,MW MW72,2
aSvaroha,aSvAroha,2,2,2,PWG VCP,2
aSvAdi,aSvAri,1,2,2,MW VCP,2
aSvAya,aSvIya,3,2,2,MW MW72,2
aSvia,aSva,5,2,2,GRA PW,2
aSvIy,aSvIya,1,2,2,PW PWG,2
azwA,azwrA,4,2,2,BEN MW,2
azwApAda,azwApada,2,2,2,SHS WIL,2
asaMyat,saMyat,2,2,2,MW MW72,2
asaMroDa,saMroDa,1,2,2,MW PW,2
asaMlakzya,saMlakzya,1,2,2,MW PW,2
asaMvftti,saMvftti,2,2,2,MW PW,2
asaMSleza,saMSleza,1,2,2,MW PW,2
asaMsfzwi,asaMsfzwa,2,2,2,MW PW,2
asaMsparSa,saMsparSa,1,2,2,PW STC,2
asakTi,sakTi,2,2,2,MW PW,2
asaMcara,saMcara,1,2,2,MW PW,2
asaMcAra,saMcAra,1,2,2,MW PW,2
asaMcita,asaMdita,1,2,2,MW PW,2
asatkftya,asatkfta,1,2,2,MW MW72,2
asaMtata,asaMyata,5,2,2,MW PW,2
asantApa,santApa,1,2,2,MW72 VCP,2
asaMDita,saMDita,2,2,2,MW PW,2
asaMniDi,saMniDi,1,2,2,MW PW,2
asamagram,asamagra,1,2,2,AP MW,2
asamunnadDa,samunnadDa,1,2,2,PW STC,2
asampfkta,sampfkta,1,2,2,MW VCP,2
asamprati,samprati,1,2,2,MW72 VCP,2
asaMBramam,asaMBrama,1,2,2,AP MW,2
asaMmati,asaMmata,1,2,2,MW PW,2
asammita,sammita,1,2,2,MW72 VCP,2
asamyac,samyac,1,2,2,LRV VCP,2
asarvaSas,sarvaSas,1,2,2,MW PW,2
asasya,sasya,5,2,2,MW PW,2
asADuvAda,sADuvAda,1,2,2,MW PW,2
asADyatA,sADyatA,1,2,2,MW PW,2
asArA,asAra,1,2,2,LRV MW,2
asAhacarya,sAhacarya,1,2,2,MW PW,2
asida,asita,4,2,2,PW PWG,2
asidDAnta,sidDAnta,1,2,2,MW PW,2
asinvat,asinva,1,2,2,GRA MW,2
asibadDa,anibadDa,1,2,2,MW PW,2
asIman,sIman,1,2,2,MW PW,2
asunvat,asunva,2,2,2,GRA MW,2
asuraguru,suraguru,1,2,2,MW PW,2
asuraBi,suraBi,1,2,2,MD PW,2
asurAri,surAri,1,2,2,MW PW,2
asuvargya,asvargya,1,2,2,MW PW,2
asuzupta,suzupta,1,2,2,MW PW,2
asusTita,susTita,1,2,2,CAE PW,2
asUria,asUrya,1,2,2,GRA PW,2
asenia,asenya,1,2,2,GRA PW,2
asomapITin,somapITin,1,2,2,MW PW,2
asomayAjin,somayAjin,1,2,2,MW PW,2
asOndarya,sOndarya,1,2,2,MW MW72,2
asOBAgya,sOBAgya,1,2,2,MD PW,2
askandin,Askandin,1,2,2,MW PW,2
astaga,antaga,2,2,2,AP VCP,2
astaMgata,asaMgata,1,2,2,MD PW,2
astabDatA,stabDatA,1,2,2,MW PW,2
astitA,asmitA,1,2,2,MW PW,2
astfti,asmfti,3,2,2,MW PW,2
astrIjita,strIjita,1,2,2,MW PW,2
asTAnin,sTAnin,2,2,2,MW PW,2
asnehya,asneha,1,2,2,MW PW,2
asprazwf,sprazwf,1,2,2,MW STC,2
asmay,asma,3,2,2,PW PWG,2
asmaya,smaya,4,2,2,MW VCP,2
asmartavya,smartavya,1,2,2,MW PW,2
asyagra,aByagra,2,2,2,MW PW,2
asrajanman,agrajanman,1,2,2,MW PW,2
asrAya,arAya,1,2,2,MW MW72,2
asriH,asriD,1,2,2,AP AP90,2
asrin,atrin,4,2,2,MW PW,2
asvaram,asvara,1,2,2,AP MW,2
asvedana,svedana,1,2,2,MW PW,2
ahantavya,hantavya,1,2,2,SHS WIL,2
ahantra,amantra,2,2,2,AP PWG,2
ahama,aDama,15,2,2,PW PWG,2
ahavi,akavi,2,2,2,AP AP90,2
ahavizya,havizya,1,2,2,MW PW,2
ahijihvA,alijihvA,1,2,2,AP VCP,2
ahipuzpa,aBipuzpa,1,2,2,MW PW,2
ahiraRya,hiraRya,1,2,2,MW PW,2
ahilyA,ahalyA,1,2,2,PW PWG,2
ahISvara,anISvara,2,2,2,MW SCH,2
ahutASa,hutASa,1,2,2,MW PW,2
ahura,asura,6,2,2,MW PW,2
ahetutA,hetutA,1,2,2,SHS WIL,2
ahelA,helA,2,2,2,MD PW,2
ahotf,hotf,1,2,2,MW MW72,2
ahoma,homa,2,2,2,MW PW,2
ahnika,Ahnika,2,2,2,MW72 PWG,2
ahnI,ahna,2,2,2,MW72 PWG,2
Ai,vi,31,2,2,MW MW72,2
AinD,inD,1,2,2,MW MW72,2
Ainv,pinv,8,2,2,MW MW72,2
Aiz,viz,9,2,2,MW MW72,2
AIkz,Ikz,2,2,2,MW MW72,2
AIr,Ir,2,2,2,MW MW72,2
AIz,Iz,1,2,2,MW MW72,2
Aukz,ukz,2,2,2,MW MW72,2
AUrRu,UrRu,1,2,2,MW MW72,2
Af,A,20,2,2,MW MW72,2
AfD,vfD,5,2,2,MW MW72,2
AkaRWa,kaRWa,1,2,2,MW PW,2
Akan,kan,2,2,2,MW MW72,2
Akana,Akara,8,2,2,PWG VCP,2
Akaraja,karaja,2,2,2,MW PW,2
AkArika,AkAlika,3,2,2,PW PWG,2
AkiMcana,AkiMcanya,2,2,2,LRV PWG,2
Akuzwa,Akruzwa,2,2,2,MW72 SHS,2
AkuzWa,kuzWa,1,2,2,WIL YAT,2
AkUj,kUj,1,2,2,MW MW72,2
Akta,Apta,10,2,2,CCS MW,2
AkrIta,AkrIqa,2,2,2,MW STC,2
Akzoda,kzoda,3,2,2,WIL YAT,2
AkzRu,kzRu,1,2,2,MW MW72,2
AKAd,KAd,2,2,2,MW MW72,2
AKid,Kid,2,2,2,MW MW72,2
AKya,Arya,14,2,2,AP FRI,2
AKyAnay,AKyAna,1,2,2,PW PWG,2
Agantf,Agantu,2,2,2,CAE MW,2
AgavizWa,gavizWa,1,2,2,MW72 PWG,2
AgF,gF,2,2,2,MW MW72,2
Ageya,Agneya,6,2,2,MW PW,2
Agras,Agas,2,2,2,MW STC,2
Agrasta,grasta,1,2,2,MW MW72,2
AgrahayaRa,AgrahAyaRa,1,2,2,MW72 PWG,2
Agrya,Arya,3,2,2,BOP BUR,2
ANgUzia,ANgUza,1,2,2,GRA PW,2
ANgeya,gANgeya,1,2,2,MW PW,2
AcaYcala,caYcala,1,2,2,MW PW,2
AcamanI,Acamana,1,2,2,MW PWG,2
AcaraRya,AcaraRa,2,2,2,MW MW72,2
Acumb,cumb,1,2,2,MW STC,2
Acft,Avft,2,2,2,MW MW72,2
Acezw,cezw,1,2,2,MW MW72,2
AcCfd,AcCad,1,2,2,MW MW72,2
Acya,Arya,10,2,2,MD MW,2
Acyu,cyu,2,2,2,MW MW72,2
Aj,A,18,2,2,MW MW72,2
Ajana,jana,12,2,2,PUI VCP,2
Ajap,jap,3,2,2,MW MW72,2
AjamIQi,AjamIQa,1,2,2,MW PW,2
Ajia,Aji,3,2,2,GRA PW,2
Ajeya,Ajya,7,2,2,PW PWG,2
AYc,aYc,2,2,2,MW MW72,2
AYj,aYj,3,2,2,MW MW72,2
AYjanya,AYjana,2,2,2,MW PW,2
AYjasa,AYjana,2,2,2,MW PW,2
Awaruza,awaruza,2,2,2,BUR MW,2
AWaka,Anaka,7,2,2,PW PWG,2
Aqampara,Aqambara,1,2,2,PW PWG,2
AQA,ASA,6,2,2,IEG MW,2
AtaMs,taMs,1,2,2,MW MW72,2
Atakz,takz,1,2,2,MW MW72,2
AtaNkya,AtaNka,1,2,2,MW PW,2
Ataq,taq,3,2,2,MW72 STC,2
Atapas,Atapa,3,2,2,MW PW,2
Atapta,Atapa,4,2,2,AP MW,2
AtApana,tApana,3,2,2,BHS SCH,2
AtApiH,AtApin,1,2,2,AP AP90,2
AtmamUla,AtmamUlI,1,2,2,AP YAT,2
AtmaSlAGa,AtmaSlAGA,1,2,2,MW PW,2
AtmAvAsya,AmAvAsya,1,2,2,MW PW,2
Atmeya,Atreya,3,2,2,MW PW,2
AdAyaH,AdAya,1,2,2,AP AP90,2
Aditia,Aditya,1,2,2,GRA PW,2
AdityO,Aditya,1,2,2,ABCH AP,2
Ado,Adi,3,2,2,MW MW72,2
ADU,DU,10,2,2,MW STC,2
ADUmana,ADamana,1,2,2,MW PWG,2
ADUmra,DUmra,1,2,2,MW PW,2
ADvasta,Dvasta,1,2,2,CAE MW,2
Anakz,Anaka,4,2,2,MW MW72,2
Anaw,naw,2,2,2,MD PW,2
Anamana,Agamana,5,2,2,MW VCP,2
Anarca,Anarta,1,2,2,BUR STC,2
Anartita,nartita,1,2,2,MW STC,2
Anard,nard,1,2,2,MW STC,2
Anarda,Ananda,4,2,2,BUR PWG,2
Anavya,navya,4,2,2,MW VCP,2
AnASa,AkASa,5,2,2,MD PW,2
AniDana,niDana,1,2,2,MW PW,2
AniDeya,niDeya,1,2,2,MW PW,2
Anuquha,Anaquha,1,2,2,MW PW,2
Anuti,Ahuti,5,2,2,PWG VCP,2
AnDrI,AnDra,1,2,2,AP MW,2
Apaw,Apad,4,2,2,MW MW72,2
ApAnaka,pAnaka,1,2,2,MW PW,2
ApiS,piS,3,2,2,MW MW72,2
Apiz,piz,2,2,2,MW MW72,2
ApU,pU,11,2,2,MW MW72,2
ApUy,pUy,1,2,2,MW MW72,2
ApUrita,pUrita,1,2,2,MW VCP,2
ApUrya,ApUra,2,2,2,MW MW72,2
Apf,Ap,6,2,2,MW STC,2
Apeya,Apya,10,2,2,MW PW,2
Appa,Apta,4,2,2,SHS WIL,2
ApyA,AKyA,7,2,2,LRV STC,2
ApyAyanam,ApyAyana,1,2,2,AP PUI,2
ApraC,praC,2,2,2,MW MW72,2
Apravartana,pravartana,1,2,2,MW PW,2
APalya,sAPalya,2,2,2,MW PW,2
APIna,ApIna,3,2,2,MW PW,2
Abarham,Abarha,1,2,2,MW PW,2
AbuDya,abuDya,1,2,2,MW PW,2
ABAzita,BAzita,1,2,2,FRI MW,2
ABUmipAla,BUmipAla,1,2,2,MW PW,2
ABUz,BUz,2,2,2,MW MW72,2
AmaganDin,AmaganDi,1,2,2,MW PW,2
AmaRqaka,maRqaka,1,2,2,MW PW,2
Amatya,Amaya,4,2,2,BOP BUR,2
AmaraRAntikI,AmaraRAntika,1,2,2,AP LRV,2
AmIla,ABIla,3,2,2,PW PWG,2
AmIvA,mIvA,1,2,2,BUR MW,2
Amfjya,mfjya,1,2,2,MW MW72,2
Amfz,mfz,1,2,2,MW STC,2
Amoka,Amoda,4,2,2,MW VCP,2
AmnAyin,AnAyin,2,2,2,MW PW,2
Ayatam,Ayata,1,2,2,AP MW,2
AyamAna,kAyamAna,1,2,2,SCH YAT,2
AyAc,yAc,1,2,2,MW STC,2
AyAsada,AyAsaka,1,2,2,CAE PW,2
Ayuzay,Ayuza,1,2,2,PW PWG,2
Arakz,Arakza,5,2,2,MW STC,2
ArakzA,Arakza,2,2,2,AP MW,2
Araw,Ara,2,2,2,MW STC,2
Arawwaka,AGawwaka,1,2,2,MW PW,2
AradeSa,pradeSa,1,2,2,PW PWG,2
Araba,Arava,4,2,2,MW PW,2
Araraka,Ardraka,2,2,2,PW PWG,2
ArA|i,ArAti,1,2,2,MW PW,2
ArAlita,ArAlika,2,2,2,MW PW,2
Aria,Arya,6,2,2,GRA PW,2
ArIRa,pArIRa,5,2,2,AP YAT,2
Aruhya,Aruha,1,2,2,MW MW72,2
Arozita,prozita,2,2,2,CAE MW,2
ArC,ArA,8,2,2,MW MW72,2
Arji,Aji,3,2,2,PW PWG,2
ArjIkIyA,ArjIkIya,1,2,2,AP MW,2
Arjuna,arjuna,1,2,2,MW PW,2
ArYj,Aruj,1,2,2,MW MW72,2
Artvija,Artvijya,1,2,2,PWG VCP,2
Ardraja,Ardraka,1,2,2,MW PW,2
Ardray,Ardra,1,2,2,PW PWG,2
Ardrya,Ardra,1,2,2,MW PW,2
ArD,ArA,7,2,2,MW MW72,2
Arpita,Aropita,2,2,2,MW MW72,2
Arzika,vArzika,6,2,2,PW PWG,2
ArzizeRa,ArzwizeRa,1,2,2,PWG VCP,2
ArzI,Arza,2,2,2,LRV MW,2
AlaNGana,laNGana,1,2,2,BEN PWG,2
AlabDavya,labDavya,1,2,2,PW PWG,2
Alambara,Aqambara,2,2,2,PW PWG,2
AlamBuka,lamBuka,1,2,2,PW PWG,2
Alaz,Ala,2,2,2,MW STC,2
AlApinI,AlApin,1,2,2,AP MW,2
AlAbU,AlAbu,2,2,2,LRV VCP,2
AliKya,AleKya,1,2,2,MW MW72,2
Alijana,ABijana,1,2,2,MW PW,2
Alup,lup,2,2,2,MW STC,2
AleKa,leKa,3,2,2,SCH VCP,2
Avac,tvac,5,2,2,MW MW72,2
Avant,yAvant,3,2,2,PW PWG,2
AvantI,avantI,1,2,2,MW PWG,2
Avandana,vandana,2,2,2,MW PW,2
Avarjya,varjya,1,2,2,MW MW72,2
AvartakI,Avartaka,1,2,2,AP MW,2
AvartanI,Avartana,1,2,2,AP MW,2
AvartamAna,vartamAna,2,2,2,MW MW72,2
AvasaTyam,AvasaTya,1,2,2,AP PUI,2
AvAna,AvApa,17,2,2,PWG SCH,2
